"date","interval","date_rep","ntested_influenza","source","file","pathogen","npos","isoweek","week","year","doy","time"
2021-02-07,"weekly",2021-02-28,24256,"covid surveillance reports","20210306","RSV",614,5,6,2021,38,4046
2021-02-14,"weekly",2021-02-28,35304,"covid surveillance reports","20210306","RSV",583,6,7,2021,45,4053
2021-02-21,"weekly",2021-02-28,35409,"covid surveillance reports","20210306","RSV",550,7,8,2021,52,4060
2021-02-28,"weekly",2021-02-28,30749,"covid surveillance reports","20210306","RSV",634,8,9,2021,59,4067
2021-03-07,"weekly",2021-03-21,27612,"covid surveillance reports","20210327","RSV",482,9,10,2021,66,4074
2021-03-14,"weekly",2021-03-21,24783,"covid surveillance reports","20210327","RSV",540,10,11,2021,73,4081
2021-03-21,"weekly",2021-03-21,23014,"covid surveillance reports","20210327","RSV",442,11,12,2021,80,4088
2021-03-28,,,,,,,,12,13,2021,87,4095
2021-04-04,"weekly",2021-05-13,28021,"covid surveillance reports","20210513","RSV",368,13,14,2021,94,4102
2021-04-11,"weekly",2021-05-13,19382,"covid surveillance reports","20210513","RSV",387,14,15,2021,101,4109
2021-04-18,"weekly",2021-05-13,20263,"covid surveillance reports","20210513","RSV",311,15,16,2021,108,4116
2021-04-25,"weekly",2021-05-13,21195,"covid surveillance reports","20210513","RSV",315,16,17,2021,115,4123
2021-05-02,"weekly",2021-05-13,24101,"covid surveillance reports","20210513","RSV",272,17,18,2021,122,4130
2021-05-09,"weekly",2021-06-11,30643,"covid surveillance reports","20210611","RSV",336,18,19,2021,129,4137
2021-05-16,"weekly",2021-06-11,33277,"covid surveillance reports","20210611","RSV",379,19,20,2021,136,4144
2021-05-23,"weekly",2021-06-11,32116,"covid surveillance reports","20210611","RSV",368,20,21,2021,143,4151
2021-05-30,"weekly",2021-06-11,35280,"covid surveillance reports","20210611","RSV",409,21,22,2021,150,4158
2021-06-06,"weekly",2021-07-19,40405,"covid surveillance reports","20210719","RSV",531,22,23,2021,157,4165
2021-06-13,"weekly",2021-07-19,41306,"covid surveillance reports","20210719","RSV",678,23,24,2021,164,4172
2021-06-20,"weekly",2021-07-19,45936,"covid surveillance reports","20210719","RSV",629,24,25,2021,171,4179
2021-06-27,"weekly",2021-07-19,115892,"covid surveillance reports","20210719","RSV",910,25,26,2021,178,4186
2021-07-04,"weekly",2021-08-02,116414,"covid surveillance reports","20210802","RSV",994,26,27,2021,185,4193
2021-07-11,"weekly",2021-08-02,88691,"covid surveillance reports","20210802","RSV",953,27,28,2021,192,4200
2021-07-18,,,,,,,,28,29,2021,199,4207
2021-07-25,,,,,,,,29,30,2021,206,4214
2021-08-01,"weekly",2021-09-28,24651,"covid surveillance reports","20210928","RSV",317,30,31,2021,213,4221
2021-08-08,"weekly",2021-09-28,36453,"covid surveillance reports","20210928","RSV",210,31,32,2021,220,4228
2021-08-15,"weekly",2021-09-28,45226,"covid surveillance reports","20210928","RSV",165,32,33,2021,227,4235
2021-08-22,"weekly",2021-09-28,29858,"covid surveillance reports","20210928","RSV",105,33,34,2021,234,4242
2021-08-29,"weekly",2021-09-28,20875,"covid surveillance reports","20210928","RSV",55,34,35,2021,241,4249
2021-09-05,"weekly",2021-11-04,23303,"covid surveillance reports","20211104","RSV",54,35,36,2021,248,4256
2021-09-12,"weekly",2021-11-04,23446,"covid surveillance reports","20211104","RSV",28,36,37,2021,255,4263
2021-09-19,"weekly",2021-11-04,22528,"covid surveillance reports","20211104","RSV",25,37,38,2021,262,4270
2021-09-26,"weekly",2021-11-04,25659,"covid surveillance reports","20211104","RSV",17,38,39,2021,269,4277
2021-10-03,"weekly",2021-11-20,20048,"covid surveillance reports","20211120","RSV",14,39,40,2021,276,4284
2021-10-10,"weekly",2021-11-20,17657,"covid surveillance reports","20211120","RSV",8,40,41,2021,283,4291
2021-10-17,"weekly",2021-11-20,15687,"covid surveillance reports","20211120","RSV",6,41,42,2021,290,4298
2021-10-24,"weekly",2021-11-20,16284,"covid surveillance reports","20211120","RSV",6,42,43,2021,297,4305
2021-10-31,"weekly",2021-11-20,18892,"covid surveillance reports","20211120","RSV",6,43,44,2021,304,4312
2021-11-07,"weekly",2022-01-13,16747,"covid surveillance reports","20220113","RSV",5,44,45,2021,311,4319
2021-11-14,"weekly",2022-01-13,14621,"covid surveillance reports","20220113","RSV",12,45,46,2021,318,4326
2021-11-21,"weekly",2022-01-13,12920,"covid surveillance reports","20220113","RSV",6,46,47,2021,325,4333
2021-11-28,"weekly",2022-01-13,11437,"covid surveillance reports","20220113","RSV",8,47,48,2021,332,4340
2021-12-05,"weekly",2022-02-01,10675,"covid surveillance reports","20220201","RSV",9,48,49,2021,339,4347
2021-12-12,"weekly",2022-02-01,7168,"covid surveillance reports","20220201","RSV",8,49,50,2021,346,4354
2021-12-19,"weekly",2022-02-01,7968,"covid surveillance reports","20220201","RSV",8,50,51,2021,353,4361
2021-12-26,"weekly",2022-02-04,10223,"covid surveillance reports","20220204","RSV",9,51,52,2021,360,4368
2022-01-02,"weekly",2022-02-14,10742,"covid surveillance reports","20220214","RSV",9,52,1,2022,2,4375
2022-01-09,"weekly",2022-02-23,9588,"covid surveillance reports","20220223","RSV",4,1,2,2022,9,4382
2022-01-16,"weekly",2022-03-03,15222,"covid surveillance reports","20220303","RSV",2,2,3,2022,16,4389
2022-01-23,"weekly",2022-03-03,14308,"covid surveillance reports","20220303","RSV",1,3,4,2022,23,4396
2022-01-30,"weekly",2022-03-03,14012,"covid surveillance reports","20220303","RSV",9,4,5,2022,30,4403
2022-02-06,"weekly",2022-03-03,13861,"covid surveillance reports","20220303","RSV",10,5,6,2022,37,4410
