"date","time","scaling"
2021-12-17,4359,0.77331221719457
2021-12-18,4360,0.769939839572193
2021-12-19,4361,0.756166328600406
2021-12-20,4362,0.665508021390374
2021-12-21,4363,0.635735294117647
2021-12-22,4364,0.618008021390374
2021-12-23,4365,0.551644385026738
2021-12-24,4366,0.536617647058824
2021-12-25,4367,0.423121657754011
2021-12-26,4368,0.287098930481283
2021-12-27,4369,0.287098930481283
2021-12-28,4370,0.287098930481283
2021-12-29,4371,0.299485294117647
2021-12-30,4372,0.299485294117647
2021-12-31,4373,0.299485294117647
2022-01-01,4374,0.310764029749831
2022-01-02,4375,0.379856915739269
2022-01-03,4376,0.418008021390374
2022-01-04,4377,0.425394385026738
2022-01-05,4378,0.432098930481283
2022-01-06,4379,0.432098930481283
2022-01-07,4380,0.460621657754011
2022-01-08,4381,0.534598930481283
2022-01-09,4382,0.541417112299465
2022-01-10,4383,0.544598930481283
2022-01-11,4384,0.554598930481284
2022-01-12,4385,0.554598930481284
2022-01-13,4386,0.554598930481284
2022-01-14,4387,0.576189839572192
2022-01-15,4388,0.580621657754011
2022-01-16,4389,0.589485294117647
2022-01-17,4390,0.596871657754011
2022-01-18,4391,0.598348930481283
2022-01-19,4392,0.598348930481283
2022-01-20,4393,0.598348930481283
2022-01-21,4394,0.628917112299465
2022-01-22,4395,0.628917112299465
2022-01-23,4396,0.628917112299465
2022-01-24,4397,0.628917112299465
2022-01-25,4398,0.63096256684492
2022-01-26,4399,0.63096256684492
2022-01-27,4400,0.63096256684492
2022-01-28,4401,0.668917112299465
2022-01-29,4402,0.685016903313049
2022-01-30,4403,0.696417112299465
2022-01-31,4404,0.710394385026738
2022-02-01,4405,0.723235294117647
2022-02-02,4406,0.723235294117647
2022-02-03,4407,0.723235294117647
2022-02-04,4408,0.738538324420677
2022-02-05,4409,0.738538324420677
2022-02-06,4410,0.738538324420677
